formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5685-7103-5487-8339-84,5685-7103-5487-8339-84,"Islam defines women as little more than slaves, but you defend Islam and call me mysoginistic....",racism,1,@KellyTurner99 @buellerishere,,
5753-1569-5719-7479-68,5753-1569-5719-7479-68,By all means. Send the Muslims back to the Middle East before they turn Europe into the same sewer.,racism,1,@NafeezAhmed @MaxBlumenthal @Number10gov,,
5663-3882-1449-4780-16,5663-3882-1449-4780-16,And since Islam declared war on all humanity. Humanity must return the favor and declare war on Islam.,racism,1,@discerningmumin,,
5749-4221-0128-3800-32,5749-4221-0128-3800-32,Saudis regard ISIS as a threat. It's who is defeating them that they have a problem with.,racism,1,@New_Babylonia @fanarhaddad,,
5526-9145-5270-3390-08,5526-9145-5270-3390-08,Children grow out of their fairy tales.  Muslims never grow out of theirs.,racism,1,@ibnHlophe @eeviewonders @sibanda_tapson @CTFleaMarkets,,
5526-0549-2120-2730-24,5526-0549-2120-2730-24,Really? What are they doing that your prophet did not also do?,racism,1,@IftikharAwan,,http://t.co/FAsAWDISlH
5767-5581-2955-0990-08,5767-5581-2955-0990-08,"Nope, Blumenthal ignores the countless cases of Muslim violence against minorities around the world, and instead...",racism,1,@MaxBlumenthal @Ajzionts,,
5570-3205-9890-1799-68,5570-3205-9890-1799-68,So you think you can hate all people of a certain ideaology - but not if it's Islam.,racism,1,@PoliticalAnt @Lithobolos @ZaibatsuNews,,
5670-3356-0855-3720-32,5670-3356-0855-3720-32,These morons that you show talking about Mohammed give no facts and knew nothing about him.,racism,1,@shehzilk @watan71969,,
5658-8785-3079-4369-92,5658-8785-3079-4369-92,Even Muslims don't want to live under a dictatorship. And everybody living in ISIS land hates them.,racism,1,@slmnelmaghrbi @TheInfoIslam,,
5766-3521-7483-4649-60,5766-3521-7483-4649-60,What does that have to do with Muslim extermination of Jews?,racism,1,@dankmtl,,
5614-0635-0962-3320-32,5614-0635-0962-3320-32,Earthly tyrants want to be feared because for them fear is control and obedience.  The writer of the Quran was unsophisticated.,racism,1,@ingyusarms,,
5529-4486-4581-5299-84,5529-4486-4581-5299-84,Pacificim is no solution.  The Hindus tried that and the Muslims slaughter them for 800 years.,racism,1,@StrangerOnFire @onzelfzuchtig @Raqqa_Sl,,
5679-0401-9680-6080-00,5679-0401-9680-6080-00,"War, chopping off heads, raping slave girls, were Mohammed's favorite activities.",racism,1,@fei989 @isra_jourisra,,
5648-8433-5833-0140-16,5648-8433-5833-0140-16,You are comparing a few thousand Jewish extremists with a few million  Muslim extremists.,racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5641-2938-2877-2449-92,5641-2938-2877-2449-92,Islam worships a phony nonexistent terrorist god.  They would be better off worshiping rocks.,racism,1,@sabaajmal380 @ministryofstalk,,
5678-2138-2555-3409-92,5678-2138-2555-3409-92,Most of the Christians that were a part of the Palestinians have been killed or driven out by Palestinian Muslims.,racism,1,@KyleWOrton,,
5671-9824-3461-6890-24,5671-9824-3461-6890-24,RT :   Socialists and Moslems - working together to destroy Australia.,racism,1,@MaguidhirP @Juliet777777 @GROGParty,,
5530-0920-9084-6209-92,5530-0920-9084-6209-92,What you said was incoherent.  But here is the proof that Islam declared war on all humanity.,racism,1,@RiosJose559,,http://t.co/L4QpzH226Y
5644-5300-5500-4940-16,5644-5300-5500-4940-16,There are no Jews in Saudi or many of the Gulf states because the Muslims exterminated them.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5754-7618-8669-3500-16,5754-7618-8669-3500-16,"Mohammed led 17 major military expedition and murdered &amp; raped and enslaved tens of thousands.Jesus,Buddha, Lao Tse lead none",racism,1,@harmlesstree2,,
5603-0965-0084-4789-76,5603-0965-0084-4789-76,Proof Mohammed was a pedophile.,racism,1,@98Halima @johnnygjokaj @cdnKhadija @rfrankh53,,http://t.co/BZCt7Z9adC
5627-1666-2949-2369-92,5627-1666-2949-2369-92,"Yes, we have heard it a million times.  Islam is not about Islam.",racism,1,@BBCBreaking,,
5613-3128-6891-9669-76,5613-3128-6891-9669-76,"No, Muslims follow a religion based on terrorism, not Jews.",racism,1,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime,,
5663-1654-6767-5980-16,5663-1654-6767-5980-16,"And that meant that once the dictators were gone, the Islamolunatics would try to disrupt democracy with violence.",racism,1,@discerningmumin,,
5644-5373-2666-9660-16,5644-5373-2666-9660-16,Where the Muslims followed the example of Mohammed and continued to murder them.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5641-6916-5859-0700-16,5641-6916-5859-0700-16,Mohammed was a slave trader who owned 28 slaves.,racism,1,@buttercupashby @MaDaSaHaTtEr_17,,
5747-7709-8335-7150-08,5747-7709-8335-7150-08,"What is the difference between what ISIS does and what the prophet Mohammed did, microbrain?",racism,1,@greenlinerzjm,#Islam,
5767-6728-5387-3539-84,5767-6728-5387-3539-84,Max looks at the genocide of 7000 Ezidis and countless Christians by his Muslims friends and writes not a word.,racism,1,@MaxBlumenthal,#Islam,
5554-4327-7374-0460-16,5554-4327-7374-0460-16,That is a load of manure. It says the same thing in translation as it does in Arabic. It is still a pile of hatred and murder.,racism,1,@NNdabbour64,,
5664-0662-0595-2410-24,5664-0662-0595-2410-24,"Because while other groups can evolve, the violence of the Quran and Hadith prevent Islam from ever being a human religion.",racism,1,@discerningmumin,,
5619-7584-3451-5800-32,5619-7584-3451-5800-32,"Buildings are not as valuable as the men you lost, even if they were rats.",racism,1,@Dabiq_Warrior @Totenleserin @P_Valerianus @CaliphFaggoti,,
5758-1826-0781-7520-00,5758-1826-0781-7520-00,I think Daesh are rejected because they are an embarrassment.  But they follow the Quran and Sunnah to the letter.,racism,1,@sweden,,
5711-7018-6285-2940-16,5711-7018-6285-2940-16,True. And most of them were from well off families. And their radicalization follows their increased attendance at Mosques.,racism,1,@DorvalTony,,
5747-9219-2608-2439-68,5747-9219-2608-2439-68,Actual Muslims know very little about Islam.,racism,1,@nyazpolitics @greenlinerzjm,,
5522-5683-7819-4490-24,5522-5683-7819-4490-24,"When people leave Islam, they don't announce it.  They just quietly walk away.",racism,1,@ummayman90,,
5546-7276-7023-7310-08,5546-7276-7023-7310-08,Then export all the non citizen Imams. Put cameras in the remaining Mosques.,racism,1,@CamilleHughes16 @edbarber101658 @_Watch_Observe_,,
5572-9095-7809-6640-00,5572-9095-7809-6640-00,The violence is always initiated by the Muslims. Mohammed started it. Proof.,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,http://t.co/lyyEgGfAc7
5579-9972-1713-6309-76,5579-9972-1713-6309-76,"The Shia and Sunni are back to killing each other in Yemen, as they have done everywhere for 1400 years.  The gift of .",racism,1,,#Islam,
5696-6340-2269-7370-24,5696-6340-2269-7370-24,Are you so stupid? Your prophet explicitly stated his sexism.,racism,1,@zh_ha89,,http://t.co/xXfH93tC7x
5756-3026-6921-7100-16,5756-3026-6921-7100-16,The crimes of Islam far outdistance any imagined crimes of Israel.,racism,1,@SelenaKhan14,,
5644-6554-3537-6270-08,5644-6554-3537-6270-08,Islam is the religion of hatred and bigotry.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,http://t.co/speHOyfjU1
5674-9101-2730-1749-76,5674-9101-2730-1749-76,"The jihadists fight for the interest of the Caliph and the pedophile prophet, not for the interest of the people.",racism,1,@ALWiss5,,
5664-9083-0156-7299-84,5664-9083-0156-7299-84,But your whole conversation about slavery is phony bull shit propaganda since you follow a slave owner prophet.,racism,1,@discerningmumin,,
5722-9098-9655-6339-84,5722-9098-9655-6339-84,"RT : Read it Liberals &amp; get a reality check on life! Within Islam your views, beliefs, any democracy system, mean nothing! http…",racism,1,@RavenHUWolf,,
5602-8489-7676-6320-00,5602-8489-7676-6320-00,"Nope.  With  man makes all the laws by vote; with , Allah makes all the laws by the sword.  The two cannot coexist.",racism,1,@cnni,#democracy #Islam,
5580-9444-1555-4400-00,5580-9444-1555-4400-00,The prophet of Islam made his living robbing caravans.  So of course ISIS will make money stealing if they can.,racism,1,@Raqqa_Sl,,
5558-2699-5401-9900-16,5558-2699-5401-9900-16,Islam is the only religion that has large forces of religious police running around telling people what they must do.,racism,1,@NNdabbour64,,
5603-0019-5397-6400-00,5603-0019-5397-6400-00,The stupidist arguments are the ones rationalizing the barbarity of Islam.,racism,1,@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53,,
5685-8421-7103-1800-32,5685-8421-7103-1800-32,Those law abiding Muslims that have a 90% domestic violence rate in Pakistan and murder people for blasphemy.,racism,1,@KellyTurner99 @buellerishere,,
5572-9154-6639-6259-84,5572-9154-6639-6259-84,There should be no freedom to impose your religion on others. And that is what Islam is about.,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5551-5273-8963-5669-76,5551-5273-8963-5669-76,Do you think that the brick heads at Salon know that the prophet Mohammed beheaded people in mass?,racism,1,@Salon @TheMuslimGuy,#Islam,
5641-7978-1067-8659-84,5641-7978-1067-8659-84,"Another lie about the ""few bad seed"" All the polls show Muslim extremism.",racism,1,@MaDaSaHaTtEr_17 @buttercupashby,,http://t.co/XIHmeTALon
5751-0902-4242-2369-92,5751-0902-4242-2369-92,Here is my twitter page Islamolunatic.,racism,1,@halalflaws @liamxkiwi @greenlinerzjm @biebervalue,,
5558-1330-0823-2899-84,5558-1330-0823-2899-84,I know that they are forced into Islam by being brainwashed and never being given a choice.,racism,1,@NNdabbour64,,
5635-0971-6962-1440-00,5635-0971-6962-1440-00,Wrong Jewish tribe microbrain.  The Jews of Khybar had nothing to do with Mohammed.,racism,1,@obsurfer84,,
5660-8467-3344-7859-84,5660-8467-3344-7859-84,Of course.  That is because Islam is a religion of murder and other Muslims are in rifle range.,racism,1,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling,,
5755-0968-7073-8990-08,5755-0968-7073-8990-08,What do you read from her face terrorist?,racism,1,@sandukankanack,,http://t.co/zxjEZiUKRB
5720-5394-1837-4309-76,5720-5394-1837-4309-76,People who hate the Nazis are not extremists. And there is no diff between Islam and Nazis.,racism,1,@CavusSeyit @iAmCaticorn,,
5747-3642-3896-5269-76,5747-3642-3896-5269-76,"Yeap, there is only so much bandwidths for self genocidal Jews, and it's Blumenthal's turn to be the center of attention.",racism,1,@MaxBlumenthal,,
5655-5016-9807-3969-92,5655-5016-9807-3969-92,It's fair if the religion itself is extremist and if most of it's followers subscribe to what the religion invokes.,racism,1,@vernsviews,,
5517-6969-8917-1669-76,5517-6969-8917-1669-76,"Your prophet was a rapist, murderer, pedophile, caravan robber, slave trader, bigot and sexist. God would never use the scum.",racism,1,@anjemchoudary,,
5673-6457-7860-4110-08,5673-6457-7860-4110-08,"On the contrary, the brutal, bigoted, sexist god of Islam encourages the abuse of women.",racism,1,@ZamiraTwitt,,http://t.co/AFuW9Veuu6
5660-7959-7192-5649-92,5660-7959-7192-5649-92,2.3% my ass. At least half of them are murderous lunatics.,racism,1,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling,,http://t.co/uFqtM3HhyD
5756-4522-1767-1189-76,5756-4522-1767-1189-76,The reason that there are still Muslims and not Jews and Christians is due to Muslim brutality.,racism,1,@rayyoosheh,,
5753-9908-1444-4090-24,5753-9908-1444-4090-24,And Hamas trains child soldiers and sends them to get killed for propaganda.,racism,1,@CaliphateCop @Saeed6Ali,,http://t.co/nAoJe5oqwO
5525-2762-9195-4279-68,5525-2762-9195-4279-68,"RT : There is no ""moderate Islam"" Islam is .  is Islam, no difference.",racism,1,@riwired @itsomar99 @VileIslam @BasimaFaysal,#Islam #Sharia,http://t.co…
5748-0171-1795-0810-24,5748-0171-1795-0810-24,"I have three translations of the Quran, microbrain. And I know far more about Islam than you.",racism,1,@nyazpolitics @urgedharry @greenlinerzjm,,
5754-2594-9686-0999-68,5754-2594-9686-0999-68,It's nothing compared to Muslim Pakistani mobs murdering Christians and Hindus on fake blasphemy,racism,1,@SelenaKhan14 @PTISalarKhan @georgegalloway,,
5670-2759-0460-7349-76,5670-2759-0460-7349-76,Muslims invaded and conquered 2/3 of Christianity before Christians responded. So stick your lies.,racism,1,@truaemusic @mattybboi83 @Number10gov,,
5751-8400-5638-6970-24,5751-8400-5638-6970-24,Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.,racism,1,@alihadi68 @MaxBlumenthal @rudoren @nytimes,,
5547-0442-7966-1400-32,5547-0442-7966-1400-32,"RT :  
Of course. because radical Islam by definition under sharia, means going back in time . 
Its uncivilized",racism,1,@ISIS_CRIMES @RuwaydaMustafah,,
5739-5095-3432-3139-84,5739-5095-3432-3139-84,Factual evidence? There were never more than 5 million Native American Indians on the North American continent.,racism,1,@El_OptiMist @iShewaani,,
5696-6005-0718-8720-00,5696-6005-0718-8720-00,Islam treats women like slaves and anyone who says otherwise is stabbing women in the back.,racism,1,@zh_ha89,,http://t.co/pMfSv6sss9
5668-2452-8852-9669-76,5668-2452-8852-9669-76,And some idiots want to support the Muslims that are trying to exterminate Israel.,racism,1,@PeopleMagUpdate,,
5635-1339-4616-3450-24,5635-1339-4616-3450-24,Let people look at the polls that Muslims answered and see that they come from hate.,racism,1,@obsurfer84 @teenage,,http://t.co/j2BAMNBzi4
5635-7702-0940-9680-00,5635-7702-0940-9680-00,"The few things Islam came up with were from conquered people and came in spite of Islam, not because of it.",racism,1,@obsurfer84,,
5670-8389-1979-0629-76,5670-8389-1979-0629-76,"This means that if you want to establish a humanist ideaology, Islam will get in the way much more than Buddhism.",racism,1,@truaemusic,,
5576-7855-2595-0460-16,5576-7855-2595-0460-16,RT : MUSLIMS Australia to form  Australian All-Muslim Army impose sharia law      …,racism,1,@Juliet777777 @TedtBa,#FFRNN #WAKINGUP,http://t.co/4PRVBxHEbV
5674-3387-5995-9020-16,5674-3387-5995-9020-16,That's just as big a fallacy as the oil fallacy.  The US had zero to do with the creation of Al Queda.,racism,1,@jukes303,,
5558-3195-2972-8410-24,5558-3195-2972-8410-24,This is another clear expression of how Islam thinks of women being owned by men.,racism,1,@blastedsilver,,
5766-1935-4252-4149-76,5766-1935-4252-4149-76,"No asshole, the Israelis are defending themselves against this.",racism,1,@dankmtl @AAlwuhaib1977 @PeaceNotHate_,,https://t.co/8cmfoOZwxz
5522-4728-3438-5880-32,5522-4728-3438-5880-32,"For example, in Medina Mohammed said, kindly cut off the heads of these 600 Jewish men and enslave their women.",racism,1,@ummayman90 @wood_brwood333,,
5720-7646-6332-0449-92,5720-7646-6332-0449-92,The Muslim pedophiles do this all the time. It's so common and accepted that it's not even news.,racism,1,@ummahwitness,,
5563-4993-8343-6209-92,5563-4993-8343-6209-92,Who manufactures all the rockets that the Palestinians fire at Israel? And who manufactures the terrorists Kalishnikovs?,racism,1,@yuskan0723,,
5655-2657-3202-1450-24,5655-2657-3202-1450-24,The terrorists follow Islam exactly as it is defined in the Quran and the Hadith. There are over 100 Islam terrorist groups.,racism,1,@vernsviews,,
5649-0437-1259-8549-76,5649-0437-1259-8549-76,RT :  psychopaths burrying children alive !  can u stop preaching religion n focus like,racism,1,@DrJwalaG @BarackObama,#ISIS #Obama #Jordan,http://t.c…
5525-7864-1826-0300-16,5525-7864-1826-0300-16,The idiots don't understand that the prophet of Islam declared war on all humanity 1400 years ago.,racism,1,@tariqahmadbt,,http://t.co/fHElksY54r
5656-8111-3382-0229-76,5656-8111-3382-0229-76,"And what race are Muslims exactly. The race of the stupid, blind and violent?",racism,1,@abu__ramadi,,
5603-0758-2363-9100-16,5603-0758-2363-9100-16,You do understand that Mohammed was a sexist?,racism,1,@cdnKhadija @rfrankh53 @98Halima @BilalIGhumman @johnnygjokaj,,http://t.co/LQAdLVAXCw
5634-6421-3222-2730-24,5634-6421-3222-2730-24,"RT : Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht…",racism,1,@WolfSpirit2013,,
5553-8203-0100-6190-08,5553-8203-0100-6190-08,And what is the conspiracy? Islam states clearly that they want to murder,racism,1,@SumbelinaZ @TIB2016 @IronmanL1 @Hatewatch,,http://t.co/rHEBNpaopk
5603-1204-7280-1980-16,5603-1204-7280-1980-16,ISIS makes women cover and locks them up because that is what Mohammed did.,racism,1,@98Halima @johnnygjokaj @cdnKhadija @rfrankh53,,
5527-0219-0243-3159-68,5527-0219-0243-3159-68,People who call being against Islam racist know that Islam is not race but want to intimidate others into shutting up,racism,1,@Pray_4_Life @Pontifex,,
5569-7108-0431-0469-76,5569-7108-0431-0469-76,And by doing so she helped subject the world to 1400 years of terrorism.,racism,1,@soofy_01,,
5703-6700-2704-8920-32,5703-6700-2704-8920-32,The Ezidis were out in the open with no shelter for 6 month because of Daeshbags. So who cares.,racism,1,@levantin47415 @SimNasr,,
5751-0324-1689-5260-16,5751-0324-1689-5260-16,RT : Israel withdrew Gaza 2005. Evidently  is so far up your ass  you're choking.  …,racism,1,@proadstudio @munnerlyn33 @NuritBaytch @themillieneal,#Hamas,
5644-9584-0253-7189-76,5644-9584-0253-7189-76,"RT : Dangerous to outsource Iraq security to Shia militia known for ""disappearances"" &amp; executions.",racism,1,@KenRoth,,http://t.co/3catmb5vZl http://t.…
5645-9791-9257-3379-84,5645-9791-9257-3379-84,And Muslims have much higher statistical crime rates in non Muslim countries than the non Muslims.,racism,1,@ZorazZora @zackbeauchamp,,
5644-5332-2069-7740-16,5644-5332-2069-7740-16,There was no golden age.  Jews were regularly slaughter by Muslims in pogroms.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5764-7973-3694-6439-68,5764-7973-3694-6439-68,It can't be separate while those wishing to destroy Israel use it as a basis of their genocidal fanaticism.,racism,1,@roisin_morgan,,
5645-9142-9276-5450-24,5645-9142-9276-5450-24,No. Muslims were too dumb to invent nukes.  But they use everything they can steal.,racism,1,@etsho127 @PAWarnhoff @SumerSloan,,
5739-4934-9081-7109-76,5739-4934-9081-7109-76,"No, the money comes from Muslims around the world who want a caliphate and the domination of Islam by force.",racism,1,@congressman_aly,,
5573-6214-5411-6000-00,5573-6214-5411-6000-00,"The Sunnah of the prophet is the basis for Sharia law, along with the Quran.  And the Quran is woman hating.",racism,1,@Ammaawah @jm111t,,
5756-6102-2846-9349-76,5756-6102-2846-9349-76,"In what way is Blumenthal Jewish, other than by birth. Answer the question.",racism,1,@Ali_Gharib @NuritBaytch,,
5637-1889-5073-1160-32,5637-1889-5073-1160-32,"Let me guess, you've got no friends and no career.  Either that or you are a psychopath.",racism,1,@labajetta_mike @RednetSarah @ISIS_Med,,
5526-0306-7472-8140-16,5526-0306-7472-8140-16,"Before the British showed up, the Muslims murdered 80 million Hindus.",racism,1,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan,,
5677-6204-7263-3790-08,5677-6204-7263-3790-08,Sure. Why do one third of Muslims want to murder people who want to leave Islam?,racism,1,@KeeganNYC @syedmuhammad555,,http://t.co/PqW3lGrmH5
5642-7950-8509-8030-08,5642-7950-8509-8030-08,"Poor Daesh. Now they can't rape her, torture her, or make an execution video of her.",racism,1,@RamiAlLolah @abunaseeha2,,
5765-1517-0727-4119-68,5765-1517-0727-4119-68,"Probably bcus only fools &amp; idiots take seriously the ""blame someone else for terrorism"" industry. Islam is to blame.",racism,1,@MoAnsar @MaxBlumenthal,,
5641-2893-7853-1900-16,5641-2893-7853-1900-16,Take your stupid cult superstition and stick it up your behind.,racism,1,@1oNo1_Islam,,
5743-1173-0374-8160-00,5743-1173-0374-8160-00,You can never get rid of the radical Muslims because the Quran and Hadiths will always produce more.,racism,1,@logicalmind11,,
5763-5407-6557-8529-92,5763-5407-6557-8529-92,"And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny.",racism,1,@jncatron,,https://t.co/8cmfoOZwxz
5749-5157-5245-8810-24,5749-5157-5245-8810-24,What your prophet said was that women are stupid and corrupt.,racism,1,@halalflaws @biebervalue @greenlinerzjm,#Islam,http://t.co/gmiSHq8QaG
5750-8806-3702-9459-84,5750-8806-3702-9459-84,Virtually all the women being beaten and tortured in the world are getting it from Muslims.,racism,1,@alihadi68,,http://t.co/0faFKHf7H9
5528-7284-9342-3489-92,5528-7284-9342-3489-92,Islam is worse than the Nazi party ever was.,racism,1,@ldstarr18 @AC360,,
5523-5155-1688-5649-92,5523-5155-1688-5649-92,1400 years ago the pedophile prophet declared war on all humanity.  So all humanity should hate Islam.,racism,1,@pleeezing @warriorsialkot @akberc,,
5747-2954-8215-9059-84,5747-2954-8215-9059-84,RT :  8-year-old Yemeni child dies at hands of 40-year-old husband on wedding night .This is sharia h…,racism,1,@TRobinsonNewEra,,http://t.co/M8N6EMK2u2
5523-4877-0751-7710-08,5523-4877-0751-7710-08,RT : Muslims don't have any morals.,racism,1,@brassidio,,http://t.co/OO37AiucR9
5649-0476-7181-1690-24,5649-0476-7181-1690-24,"RT : ▶ Rotherham Rape Scandal Destroys 'White Privilege"" Myth - YouTube",racism,1,@ProudPatriot101,,http://t.co/ogeIFK39yC
5762-6224-1265-1440-00,5762-6224-1265-1440-00,The voted to prevent the Muslims genocide of Israel.,racism,1,@BenjaminNorton @MaxBlumenthal,,
5587-7836-2827-5059-84,5587-7836-2827-5059-84,"Mullah Oktar is a liar and an Islamofanatic.  He hates the YPG for their secularism, so he makes up garbage about them",racism,1,@BurcuCekmece,,
5750-6138-9489-8030-08,5750-6138-9489-8030-08,And it is Islam's preoccupation with violent victory rather than persuasion that makes it globally hated.,racism,1,@Kaya786,,
5766-2761-0995-6920-32,5766-2761-0995-6920-32,They didn't steal anything. When Israel was attacked by Muslim armies they left instead of staying and fighting.,racism,1,@dankmtl,,
5767-7752-9471-5700-48,5767-7752-9471-5700-48,Max's Palestinian Muslim friends throw an atheist blogger into prison for 10 months for his religious views.,racism,1,@JameelJaffer @MaxBlumenthal,,
5528-8636-8842-4369-92,5528-8636-8842-4369-92,Having more children is what their prophet Mohammed told them to do.  Reproductive imperialism.,racism,1,@Damhan97 @niall_cullen @AC360,,
5756-3194-7470-2540-16,5756-3194-7470-2540-16,Israel has to fight not to become a victim of people like this.,racism,1,@SelenaKhan14 @PTISalarKhan @georgegalloway,#Islam,https://t.co/8cmfoOZwxz
5658-9007-0180-1470-08,5658-9007-0180-1470-08,Daesh murdered three thousand unarmed Ezidi civilians in cold blood and enslaved their women.  You want sympathy idiot?,racism,1,@TheInfoIslam,,
5633-6719-5913-1009-92,5633-6719-5913-1009-92,"Furthermore, you cannot identify a single verse of the Quran that limits the age of marriage of a girl.",racism,1,@semzyxx @NAInfidels @owais00,,
5720-5141-4219-8170-24,5720-5141-4219-8170-24,"If  is so against idols that they smash Assyrian and Buddhists statues, then why do they pray at Mecca and circumambulate the Kabba?",racism,1,,#Islam,
5517-6314-6877-4520-32,5517-6314-6877-4520-32,A criminal to ISIS is anyone that does not agree with their barbaric and inhuman religion.,racism,1,@ibnHlophe @eeviewonders @anjemchoudary,,
5766-9967-7849-9769-60,5766-9967-7849-9769-60,"...She does to the IDF, Hamas would have put a bullet in her head long ago.",racism,1,@AAlwuhaib1977 @dankmtl @PeaceNotHate_,,
5766-3852-2410-4180-48,5766-3852-2410-4180-48,But no Muslims stop any other Muslims from carrying out their genocide. They only aid and applaud them.,racism,1,@dankmtl,,
5670-7855-3322-1479-68,5670-7855-3322-1479-68,"Again you are an idiot. ""Others did bad things, so we have to ignore the barbarity of Islam,""",racism,1,@truaemusic,,
5646-0451-7400-8629-76,5646-0451-7400-8629-76,Regarding slavery. The slaves in America were initially sold by Muslim slavers. Christians got rid of slavery on their own.,racism,1,@HuffPostRelig,,
5644-6726-4968-0860-16,5644-6726-4968-0860-16,Degrassie is not a historian.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5764-5032-5206-3150-08,5764-5032-5206-3150-08,"There is no land grabbing. 40% of the Arabian peninsula should belong to the Jews, like it did before Mohammed.",racism,1,@roisin_morgan,,
5653-0264-4408-0910-08,5653-0264-4408-0910-08,"Entire unarmed innocent Ezidi families were slaughtered and enslaved by ISIS, so shut up, hypocrite.",racism,1,@Arab_Fury,,
5664-9233-5299-5020-16,5664-9233-5299-5020-16,"By practicing Islam you are vomiting on all Jews, Christians and non believers. Check code of Umar.",racism,1,@discerningmumin,,http://t.co/ArxeP7L88p
5711-6896-4505-5219-84,5711-6896-4505-5219-84,Saying that  is a way of life means that human freedom is forbidden and the inhuman laws of a criminal must be followed.,racism,1,@zakirnaikirf,#Islam,
5767-6529-0299-5680-00,5767-6529-0299-5680-00,"So while thousands of churches, temples, synagogs have been destroyed by Muslim biggots, you only worry about one Muslim ....",racism,1,@AAlwuhaib1977,,
5551-9991-2552-7100-16,5551-9991-2552-7100-16,I don't think so. But we do need to outlaw Islam.,racism,1,@IronmanL1 @IAmThe1Teacher @stevecorrales80,,
5664-9421-2808-4049-92,5664-9421-2808-4049-92,I have no fear of idiots like you at all.What turns my stomach is the destruction to freedom and humanity that Islam causes,racism,1,@discerningmumin,,
5673-5151-7577-9000-32,5673-5151-7577-9000-32,"RT :   
Read an Islamist's tweet. 
Insane.
Life denying. Heartless…",racism,1,@Madasatrain69 @OZzSue @Muslim_Patrol @sneekinsneekout,,http://t.co/7uAkhcWAvl
5633-6957-2397-3509-76,5633-6957-2397-3509-76,"As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",racism,1,@semzyxx @NAInfidels @owais00,,
5667-3839-6274-3729-92,5667-3839-6274-3729-92,It's not about a single terrorist. There are an endless supply of them. It's about a hate cult called Islam.,racism,1,@taylored495,,
5633-5953-6711-3400-32,5633-5953-6711-3400-32,"Wrong, microbrain, she was 6, and you, like your prophet, are a liar. Here is the proof",racism,1,@owais00 @semzyxx @NAInfidels,,http://t.co/Q95eI17SuA
5527-1371-1048-4869-76,5527-1371-1048-4869-76,I read the Quran and the Hadiths.  Disgusting and inhuman.,racism,1,@hu_4u,,
5748-0549-3207-5809-92,5748-0549-3207-5809-92,Laugh all you want. Islam is a steaming pile of shit. Good night. Blocked.,racism,1,@urgedharry @nyazpolitics @greenlinerzjm,,
5534-0253-6665-7070-08,5534-0253-6665-7070-08,Why does it not occur to you that only an idiot would imagine a god who wants to be feared.,racism,1,@IftikharAwan,,
5634-6482-2537-2160-00,5634-6482-2537-2160-00,RT : Nazism has revisited Europe..this time in garb of Islam. Wave of Antisemitism hits Europe,racism,1,@joysamcyborg,,http://t.co/blWnZAHwP5 http://t…
5622-4782-0611-0560-00,5622-4782-0611-0560-00,"And you are an obvious liar, because you pick the smallest part of the story to tell your lie with.",racism,1,@sajid_fairooz @IsraeliRegime,,
5641-6939-9444-0700-16,5641-6939-9444-0700-16,Mohammed was a murderer who beheaded 600 Jews in one day and sold their women and children into slavery.,racism,1,@buttercupashby @MaDaSaHaTtEr_17,,
5677-6235-2250-9459-84,5677-6235-2250-9459-84,Why do nearly half of all Muslims want to kill people for who they have sex with?,racism,1,@KeeganNYC @syedmuhammad555,,http://t.co/wzMsFRJ70N
5644-6217-9965-8860-16,5644-6217-9965-8860-16,Science was moving forward in India and Persia before Islam.  Islam only slowed it down.,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5677-5891-1277-5109-76,5677-5891-1277-5109-76,"Islam was designed to benefit 7th cent Bedouin thugs, rapist, murderers, slavers,caravan robbers",racism,1,@islam4libya5 @IslamRevlution @BintStranger,,
5740-0414-0042-4080-00,5740-0414-0042-4080-00,Islamophobia - fear of this.,racism,1,@MaxBlumenthal,,http://t.co/6nqTUXhW36
5525-2665-4699-2369-92,5525-2665-4699-2369-92,And most Muslims are actually better behaved than their religion leads them to be.,racism,1,@yousufpoosuf @RKingLive2Dance @izrinhariri,,
