formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5723-3169-3656-3100-16,5723-3169-3656-3100-16,"RT :   MODEL? Puhlease. Did the local thrift shop put on a ""fashion"" show. And should we be able to see her…",sexism,1.0,@danhickey2199,#MKR #killerblondes,
4391-4432-7244-4440-32,4391-4432-7244-4440-32,"RT : Honestly man I'm not sexist but 99% of women cannot drive, it's just fucking unreal. Every single time I am about to get h…",sexism,1.0,@SanghaRaman,,
4785-7524-9043-1040-00,4785-7524-9043-1040-00,"RT : I'm not sexist but, I bet half the girls tweeting ain't even watching the football, just tweeting when they see everyone …",sexism,1.0,@SamuelReeve1,,
5605-8439-7661-8190-08,5605-8439-7661-8190-08,"Food's not for you, lol  Coming downstairs and four girls are cooking dinner, not sexist but not complaining",sexism,1.0,@KING_CONNAR,,
5734-2392-2764-3660-16,5734-2392-2764-3660-16,Shut up Katie and Nikki... That is all :),sexism,1.0,,#MKR #MKR2015 #mykitchenrules,
5558-1046-9811-0730-24,5558-1046-9811-0730-24,"RT  I'm not sexist but women should not commentate on the football, it just doesn't sound right",sexism,1.0,@danhazelton_,,
4301-1397-8321-0970-24,4301-1397-8321-0970-24,RT  I'm not sexist but women in letterman'a jackets look so weird to me,sexism,1.0,@gottaCOPEwithit,,
5755-9642-4101-8960-00,5755-9642-4101-8960-00,Fuck cat u are even uglier when u smile u bbbbitch,sexism,1.0,,#mkr,
5651-7831-1630-7989-76,5651-7831-1630-7989-76,A Putin paid bitch supporting the Russian dictatorship.Russia is a kleptocracy at the bottom of human rights,sexism,1.0,@JenniferCohagen @PCraigRoberts,,
5642-6564-9829-3390-08,5642-6564-9829-3390-08,"So, feminists will trend  and then complain how the fact  is trending is proof of misogyny in society.  K.",sexism,1.0,,#FeministsAreUgly #FeministsAreUgly,
3887-6042-2335-0010-24,3887-6042-2335-0010-24,RT :  I'll be sure to ask my girlfriend if she gives a damn.,sexism,1.0,@country_cookin @YesYoureSexist,,
4391-4459-9534-4650-24,4391-4459-9534-4650-24,RT  Richard Petty was right. If Danica Patrick was a male no one would know she was on the race track.,sexism,1.0,@teesmurf,#notsexist #Daytona500,
5756-1167-1693-0990-08,5756-1167-1693-0990-08,Bye bye bitches. Your ego might go down a notch now.,sexism,1.0,,#mkr,
5723-3217-2947-8040-32,5723-3217-2947-8040-32,more like,sexism,1.0,,#killerblondes #dumblondes #MKR,
4670-6398-3153-7580-16,4670-6398-3153-7580-16,RT  I'm not sexist but girls and driving doesn't work.,sexism,1.0,@9alex_cruz4,,
5723-6954-8919-3530-24,5723-6954-8919-3530-24,"The one thing that could actually end the ""harassment"" of ...",sexism,1.0,,#GamerGate,http://t.co/RuMt3nVPXS
5347-2828-8003-1660-16,5347-2828-8003-1660-16,"From zero to ""cunt"" in eight seconds. Too bad that word really means ""I'm an insecure whiny baby"" and says nothing about me.",sexism,1.0,@andythewookie1,,
5326-4423-2847-4300-16,5326-4423-2847-4300-16,RT  I'm not sexist but I hate feminists females already got equal rights stop complaining,sexism,1.0,@Banthemoms,,
4391-4569-2452-6259-84,4391-4569-2452-6259-84,"RT  Call me sexist, but I wouldn't mind a stay at home wife. Don't need my kids being raised by someone other than family.",sexism,1.0,@EricMorrison_S,,
5759-5858-9728-1169-92,5759-5858-9728-1169-92,Kat has certainly set herself up for much pounding... I hope she is saved from it by being the first to go... She is quite horrid,sexism,1.0,,#mkr,
5663-2215-0228-1319-68,5663-2215-0228-1319-68,"RT :  right!, listen to founding mother of   1/3",sexism,1.0,@sports2inflatio @radioclashed,#feminism #adviceforyoungfeminists,http://t.co/paLsiD5I9H
5611-4702-8752-0650-24,5611-4702-8752-0650-24,". Sounds a bit too much like ""separate but equal"". It's sexism, bias, bigotry, you name it.  is clearly infested w bigots.",sexism,1.0,@GRIMACHU @MoJGovUK,,
5755-9548-2963-0380-16,5755-9548-2963-0380-16,That face Kat just pulled was hideous.,sexism,1.0,,#mkr,
5673-4446-5669-3939-84,5673-4446-5669-3939-84,"RT : If you're a grown woman who hasn't gotten past your awkward teenage years of confusion and angst, you're probably a feminist",sexism,1.0,@FO7935,,
3934-7794-9275-3740-16,3934-7794-9275-3740-16,"RT : Call me sexist, but I really don't like female country singers",sexism,1.0,@LiamDangerSmith,,
5631-5194-2063-3660-16,5631-5194-2063-3660-16,RT  I'm not sexist but I don't like female refs,sexism,1.0,@D1BoundJoJo_,,
4169-7249-0972-2209-92,4169-7249-0972-2209-92,LMFAO  LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol.,sexism,1.0,@BrandonHonaker1,,
4377-3779-8808-7729-92,4377-3779-8808-7729-92,RT : Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard.  …,sexism,1.0,@David_Ihlan,#NotSexist #JustAnObs,
5651-1165-8172-1539-84,5651-1165-8172-1539-84,Ever play Rambo on old NES by any chance?,sexism,1.0,@AndrewBLeh @N7Kopper @nitramy,,
4343-9318-8464-2099-84,4343-9318-8464-2099-84,RT  i'm not sexist but the vast majority of women i know are pure evil,sexism,1.0,@mrmodace,,
4210-3907-9182-9749-76,4210-3907-9182-9749-76,"RT : I'm not sexist or anything but...(no really i'm not, hear me out) if you're a female comedienne you have a lot to do to ma…",sexism,1.0,@fairbairn77,,
5759-8893-2317-3520-00,5759-8893-2317-3520-00,I hate Kat's big smug face and her constant split fringe so much. Kat and Andre,sexism,1.0,,#australiasmosthatedcouple #mkr,
5638-4772-7612-9809-92,5638-4772-7612-9809-92,RT :  We have bucookie?,sexism,1.0,@mcRelyt @MT8_9,,http://t.co/Iai78l6KCV
5755-9712-8552-0920-32,5755-9712-8552-0920-32,RT :  gaaaaah I just want to slap her back to WA,sexism,1.0,@aussie_gal27,#katandandre #MKR,
5685-5604-8996-5400-32,5685-5604-8996-5400-32,RT : Have you ever had a female judge outraged at you for not paying child support for someone else's kid?,sexism,1.0,@Shermertron,,http://t.co/wdEv96Lr3…
5702-8333-8537-2960-00,5702-8333-8537-2960-00,I think Arquette is a dummy who believes it.  Not a Valenti who knowingly lies.,sexism,1.0,@BristolBen,,
5761-5348-1280-5569-92,5761-5348-1280-5569-92,Drasco's Gay Porn Star Name:,sexism,1.0,,#PorkNinja #MKR,
5723-4501-6275-7710-08,5723-4501-6275-7710-08,I cannot stop looking at Nikki's dreadful black crooked bra,sexism,1.0,,#MKR #MKR2015,
5723-2965-2372-4309-76,5723-2965-2372-4309-76,"This desert is a hot mess...like its makers, minus the hot",sexism,1.0,,#mkr,
5723-6556-1792-8679-68,5723-6556-1792-8679-68,"RT : Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty.",sexism,1.0,@Gyutoki,#MKR #MKR2015,
5450-4730-1127-8229-76,5450-4730-1127-8229-76,RT  I'm not sexist but I don't like movies with women with the main role.,sexism,1.0,@fkn_always_,,
5756-1205-6453-2999-68,5756-1205-6453-2999-68,Yup there still hot blondes,sexism,1.0,,#mkr,
4336-5497-9358-7610-24,4336-5497-9358-7610-24,RT  I'm not sexist but women's ice hockey is just naa,sexism,1.0,@harry_t95,,
4362-2971-3795-6410-24,4362-2971-3795-6410-24,RT : I'm not sexist but I prefer the shear athleticism of men's curling over the tactical women's game,sexism,1.0,@Tmattynopain,,
4446-9851-6724-5269-76,4446-9851-6724-5269-76,RT :   your face isn't a excuse you self righteous son of a bitch. oh and don't worry I wasn't referring to your mo…,sexism,1.0,@nikeenan @YesYoureSexist,,
5720-8895-5631-3210-24,5720-8895-5631-3210-24,RT : &gt;Mfw fems imply porn reduces women to objects but they're the only ones in the thread debasing over career choices,sexism,1.0,@ZombieNeith,,http://…
5756-0922-8498-3669-76,5756-0922-8498-3669-76,Karma will fuck you in the ass and cum all over back Kat,sexism,1.0,,#MKR,
5637-3219-9254-7939-84,5637-3219-9254-7939-84,If Paul Elam said the same about women...you'd be screeching about it.,sexism,1.0,@thereginamom @JDefiant9 @jeffj666,,
5077-2777-7840-5050-24,5077-2777-7840-5050-24,"RT : BTW I'm not sexist, but if Megan Dice replaced Larry Collins on   on weekends, she'll be inexperienced. Matt …",sexism,1.0,@SpencerKarter,#WCBD #News2,
5638-7877-8410-3850-24,5638-7877-8410-3850-24,You don't regard Ford as a problematic figure?,sexism,1.0,@DrJoanBeckwith,,http://t.co/8DmIDw7XPs
5706-8696-0341-2949-76,5706-8696-0341-2949-76,"Repeating the lies, I see.",sexism,1.0,@mcall,,
5723-3861-9282-6940-16,5723-3861-9282-6940-16,"If I hear ""hot"" ""pretty"" ""sassy"" ""like us"" one more time.. I will deconstruct..",sexism,1.0,,#MKR #killerblondes,
4102-0471-8703-4480-00,4102-0471-8703-4480-00,RT : I'm not sexist but every time I get road rage it's because of a,sexism,1.0,@bigballzrevilla,#Woman,
5723-4513-7335-9680-00,5723-4513-7335-9680-00,deconstructed by girls that have deconstructed brains  ! Nearly brought up my dinner when I saw that crap on the plate,sexism,1.0,,#mkr,
5148-9336-3804-2579-84,5148-9336-3804-2579-84,"RT : IF SOMEONE DESCRIBE PERSONAL EXPERIENCE WITH AN OPPRESSION THAT YOUR OWN PRIVILEGE PROTECT YOU FROM, BELIEVE THEM. STOP. …",sexism,1.0,@feministhulk,,
5723-2912-4523-4789-76,5723-2912-4523-4789-76,I didn't know they were models,sexism,1.0,,#MKR,
3982-3979-0232-8999-68,3982-3979-0232-8999-68,RT :  every girl should be sad for not being a boy,sexism,1.0,@PainfulAugustus @lilysboo,,
5755-9548-1667-0110-08,5755-9548-1667-0110-08,Someone get kat out of this competition now!!,sexism,1.0,,#mkr,
5673-9568-2462-7569-92,5673-9568-2462-7569-92,"So, you oppose  and the feminists trying to ban it, right?",sexism,1.0,@LFESexuality,#NoMorePage3,
4105-7787-4626-6830-08,4105-7787-4626-6830-08,"Not even Misogynist Magnetic Poetry is this cliche.   get back to the kitchen, slut.",sexism,1.0,@captain_coook @YesYoureSexist,,
4152-4525-6494-3139-84,4152-4525-6494-3139-84,RT  Beth Mowins voice annoys the living hell out of me.,sexism,1.0,@IanPipebomb,#mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying,
5651-4164-5818-3480-32,5651-4164-5818-3480-32,Think she meant would men who shed obligations also lose rights..?  Yes.,sexism,1.0,@GamerBobobobob @trishesdishes,,
5760-0514-3616-8600-32,5760-0514-3616-8600-32,PLEASE VOTE CELINE OFF THE ISLAND!!!,sexism,1.0,,#MKR,
4071-7379-8119-4940-16,4071-7379-8119-4940-16,RT : This is not sexist... But I CANNOT handle women announcers! I am about to mute the tv,sexism,1.0,@JonathanFowler_,#dukevsunc,
5644-7335-8293-5610-24,5644-7335-8293-5610-24,...it's backdoor communism.,sexism,1.0,@cjn159u,,
4206-3314-5281-5070-08,4206-3314-5281-5070-08,"what  call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",sexism,1.0,@TheRobotard8000,,
5713-5410-0576-7230-08,5713-5410-0576-7230-08,"RT : Hmm, i see the   rape colors.",sexism,1.0,@JulesSRaimes,#GamerGate,http://t.co/9L6W3H80vy
3916-6655-5362-0830-08,3916-6655-5362-0830-08,RT  Call me sexist or whatever...but I do not like female play by play announcers for football. Just doesn't work for me.,sexism,1.0,@Alex_Gon1,,
5723-8678-4039-9889-92,5723-8678-4039-9889-92,RT : Must put words in dead man;s mouth and claim all his work as  's  ex: …,sexism,1.0,@sports2inflatio @HuffPostCanada,#feminism #adviceforyoungfeminists,
5747-0266-5008-9880-32,5747-0266-5008-9880-32,RT : On  women who inspire me:      …,sexism,1.0,@jowilliams293 @CHSommers @Fox_Claire @clairlemon @cl_kitchens @CathyYoung63 @XXFactor,#InternationalWomensDay,
5710-9461-9531-9770-24,5710-9461-9531-9770-24,And that proves what?,sexism,1.0,@desertcrossing,,
4350-9788-9354-6949-76,4350-9788-9354-6949-76,RT :   Women AREN'T funny. Not sexist it's a FACT. Get over it.,sexism,1.0,@NathanDuffy2 @YesYoureSexist @DangeGroth,,
5723-3671-9988-5880-32,5723-3671-9988-5880-32,"The missus loves  if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself.",sexism,1.0,,#MKR #goingtobed,
5759-5743-6651-0490-24,5759-5743-6651-0490-24,Get rid of that Kat. The worst person I have ever seen,sexism,1.0,,#MKR,
5723-2763-3830-0890-24,5723-2763-3830-0890-24,RT : Nikki has massive,sexism,1.0,@GohJarrod,#armpitvaginas #mkr,
5692-6152-9754-9349-76,5692-6152-9754-9349-76,RT :,sexism,1.0,@p4ndiamond,#QuestionsForMen #WomenAgainstFeminism #feminism #mybodymychoice,http://t.co/oqPP6gEwUe
4254-8356-8144-3230-08,4254-8356-8144-3230-08,"RT  I'm not sexist, but some bitches can't drive for SHIT.",sexism,1.0,@vsvpgoblin,,
4017-4502-5941-2579-84,4017-4502-5941-2579-84,RT : I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry,sexism,1.0,@marquesdaryl,,
5630-5503-7992-4320-00,5630-5503-7992-4320-00,". So you oppose equal gender rights, do you?",sexism,1.0,@11twiggins,,
5001-1723-2983-4739-84,5001-1723-2983-4739-84,RT   I've watched a lot of female comedians do stand up and none of them humour me,sexism,1.0,@ohthatliamm @YesYoureSexist,,
5648-9457-9573-6780-16,5648-9457-9573-6780-16,"RT : .   No, that's . This is my prob with feminism: they lie with the truth http…",sexism,1.0,@GenAnonCoward @Ali_East_West @MT8_9 @LBigmann,#egalitarianism,
5710-0487-4147-6839-68,5710-0487-4147-6839-68,"RT :  tries to get people fired over nothing, later asks for sympathy when people are ""excluded"" by the indust…",sexism,1.0,@uberfeminist,#TwitterFeminism,
5723-2846-2330-9290-24,5723-2846-2330-9290-24,What's that thing they say about blondes?...sorry. Forget it. 😐,sexism,1.0,,#MKR,
5755-9590-6600-3329-92,5755-9590-6600-3329-92,I don't think I've ever seen a cunt smile so smugly! ...,sexism,1.0,,#cuntandandre #mkr,
5723-2791-6861-7020-16,5723-2791-6861-7020-16,RT : Nikki's pouting is annoying me. I'm ready to wipe it off and kick her off the show!,sexism,1.0,@LisaStanbridge,#MKR,
4310-9429-3596-3530-24,4310-9429-3596-3530-24,"Judging by your username alone, yeah, you are.  I'm not sexist, but I really dislike the majority of teenage girls",sexism,1.0,@skateparkslut,,
5723-4265-2907-0449-92,5723-4265-2907-0449-92,I will not be using killer blondes as a hash tag!,sexism,1.0,,#MKR,
5764-7715-3484-7590-40,5764-7715-3484-7590-40,RT :  because I hate being manipulated for feminists' entertainment.   h…,sexism,1.0,@fruitondabottom,#IDontNeedFeminism #WomenAgainstFeminism #letstalkmen,
5671-3807-0592-7619-84,5671-3807-0592-7619-84,Hmm...I think it's the jaw...her head is kinda shaped like home plate...to carry on the baseball motif...,sexism,1.0,@JustLaurenB @accountrejected,,
5698-6050-0420-5020-16,5698-6050-0420-5020-16,RT :    and we still get payed equally. That stupid myth bothers me to no end because there…,sexism,1.0,@ImAnotherVoice @Dezzantibus @MT8_9 @theesadiemarie,,
5755-9556-4764-5489-92,5755-9556-4764-5489-92,"No Kat, you didn't fight hard. You cooked, it was shit and you will probably end up staying by giving people ridiculous scores. Moll",sexism,1.0,,#MKR,
3952-8994-9404-0080-00,3952-8994-9404-0080-00,RT : I'm not sexist but I hate female sports analysts because I swear all they do is look at a stat sheet and state the obvious,sexism,1.0,@Figgnorance,,
5693-7656-1650-1189-76,5693-7656-1650-1189-76,"RT : Tough talk from behind a 10K+ blocklist, .",sexism,1.0,@Bearable_Baloo @leighalexander,,https://t.co/BuCTeimFL2 http://t.co/BdD6pe0mVD
5635-9499-2900-6570-24,5635-9499-2900-6570-24,"I didn't realize I was supposed to treat you as a child whose opinion is irrelevant, sorry.  My bad.",sexism,1.0,@amberhasalamb,,
5605-8451-2279-5520-00,5605-8451-2279-5520-00,"RT  Ghostbusters 3 with an all female lead cast will not work. I'm not sexist, but it's simply a bad idea. Lost interest now",sexism,1.0,@Peggy_Olrenshaw,,
5703-9052-6995-7509-76,5703-9052-6995-7509-76,They want to close ALL women's prisons.,sexism,1.0,@TrainInVainn,,
5608-3560-3370-3489-92,5608-3560-3370-3489-92,RT :  2006 Self Made Man: Norah Vincent chooses Female Privilege over Male Privilege,sexism,1.0,@olewahr @MT8_9,,https://t.co/yMWX6waQgv
4884-8629-5472-0540-16,4884-8629-5472-0540-16,RT :   it's not the same job...otherwise they'd be competing against each other. Better sportsperso…,sexism,1.0,@oldgfatherclock @YesYoureSexist @mjb_1971,,
5756-0064-6453-3589-76,5756-0064-6453-3589-76,biggest FLOGS the show has ever had on it. EVER!!,sexism,1.0,,#CuntAndAndre #CuntAndAndre #CuntAndAndre #MKR #CANTCOOK #FUCKOFF #KatAndAndre,
5759-5454-5672-4659-84,5759-5454-5672-4659-84,Oh Kat.  This is what you deserve.,sexism,1.0,,#mkr #cuntfacebitch,http://t.co/bO5HNiaQKu
5755-9641-1498-2010-24,5755-9641-1498-2010-24,"Kat the Villian, but pulling off that red dress.",sexism,1.0,,#mkr,http://t.co/mx163Ds5Hz
5702-5082-9850-1240-32,5702-5082-9850-1240-32,"How is that the same education?  Did he get a teaching degree, as well?",sexism,1.0,@HumanistFury @gabystama @JimyIsAHappyBoy,,
5034-0393-5466-7950-08,5034-0393-5466-7950-08,"Yeah, it's still baseball season, man!  Call me sexist but I can't stand women on SportsCenter talking about football.",sexism,1.0,@Brennanking22,,
5723-5757-0247-0570-24,5723-5757-0247-0570-24,RT : I was sure they'd roll Lynn out like Violet Beauregarde,sexism,1.0,@GlobeAlone,#mkr,http://t.co/CE3ohCaWrK
5659-6339-5854-5240-32,5659-6339-5854-5240-32,RT :   Any fan of Howard Stern will know that this was Daniel Carver's defense of the KKK. Stole slogans f…,sexism,1.0,@FraaankSalazar @MT8_9 @JustLaurenB,,
4834-0065-3302-0099-84,4834-0065-3302-0099-84,RT  It's always fun watching sports w a woman in the room,sexism,1.0,@Ratchlex,#myaunt #notsexist,
4071-7455-8932-6730-24,4071-7455-8932-6730-24,RT : Call me sexist but I refuse to watch a football game in which a woman referees.   …,sexism,1.0,@BC_Makin_It_Big,#ItsaMansSport #DUKEvsUNC #NoWomenExis,
5633-1274-3722-5409-92,5633-1274-3722-5409-92,Absolutely.,sexism,1.0,@Dreysander1,,
5637-8176-7388-0899-84,5637-8176-7388-0899-84,"I actually wish they would just start using ""egalitarian"" so we can just let feminist mean the misandrist hypocrites.",sexism,1.0,@EuroSlavA @brenbarber,,
5550-4651-1789-1050-24,5550-4651-1789-1050-24,Nope!  call me sexist but gender roles are definitely to be accepted &amp; respected,sexism,1.0,@TdotStateofMind,,
4279-5840-2757-5749-76,4279-5840-2757-5749-76,"RT  I'm not sexist, but women comedians aren't funny at all",sexism,1.0,@4boardman,,
5540-6773-6179-9249-92,5540-6773-6179-9249-92,RT  I'm not sexist but I'm starting to think women cant drive/maneuver/operate anything with 4 wheels over 800 lbs,sexism,1.0,@Hayles_Comet,,
5755-9650-8797-5139-84,5755-9650-8797-5139-84,That steaming cunt will go down in flames in a very short time. They still can't cook,sexism,1.0,,#mkr,
5628-2675-6416-3649-92,5628-2675-6416-3649-92,Abortion is convenient.  Your point?,sexism,1.0,@TheaGumbert @aussielung,,
5723-2950-4942-6579-84,5723-2950-4942-6579-84,RT : Posing in front of the mirror every day does not make you a model!,sexism,1.0,@HeatherMcIntyre,#mkr #MKR2015,
4181-9190-5881-4650-24,4181-9190-5881-4650-24,A hit with 5-year-olds  Don't treat women like an object. It doesn't like it...,sexism,1.0,@adnan_bahatti55,#JK #NotSexist #SorryNotSorry,
5725-3040-8392-4259-84,5725-3040-8392-4259-84,Allegedly did Hartnells ugly wife.,sexism,1.0,@DQTwitchStream,,
5664-4405-4083-5349-76,5664-4405-4083-5349-76,"RT : . good info, thanks. are we all seeing that MSM is about storytelling, not fact reporting?",sexism,1.0,@SomeKindaBoogin @Sushilulutwitch,#gamergate,
5699-9062-1315-9200-00,5699-9062-1315-9200-00,"RT :  £34,000 is £9000 above the national average wage PLUS it's tax free...",sexism,1.0,@Superjutah @MT8_9,,http://t.co/BJuAe9Zyjj
5635-5544-0379-0680-32,5635-5544-0379-0680-32,Feminism.,sexism,1.0,@PariahPotimouth,,
5755-9555-2294-8830-08,5755-9555-2294-8830-08,Are Kat and Andre brother and sister?,sexism,1.0,,#mkr,
5398-3951-4542-2149-76,5398-3951-4542-2149-76,RT  I swear it's not sexist but Chase Budinger's release emulates a woman shooting a basketball.,sexism,1.0,@howlintwolf,,
5666-8155-7092-8149-76,5666-8155-7092-8149-76,Usually takes 20 to 120 minutes for RedScareBot...,sexism,1.0,@MSharkess,,
4834-0080-6121-4919-68,4834-0080-6121-4919-68,RT : Think it's great/funny World Cup cameramen still get away with zooming in on smoking hot women during a game in 2014. …,sexism,1.0,@TeamSkyNick,#Not,
5646-2356-6747-2259-84,5646-2356-6747-2259-84,RT :  Did you know rape is bad?,sexism,1.0,@GamerCatHenri,#QuestionsForMen,
5695-5831-4700-2629-76,5695-5831-4700-2629-76,"Ben I'm open to meeting good feminists like Helen, etc. but uh...how can I say nicely, Maddy is...not smart...at all. A lemming.",sexism,1.0,@BristolBen,,
4435-7494-0873-1340-16,4435-7494-0873-1340-16,RT : I'm not sexist but it annoys me when people are forced to make strong female protagonists in movies and books. Lamest char…,sexism,1.0,@RichieT_FTW,,
5695-6493-3928-5909-76,5695-6493-3928-5909-76,RT : That awkward moment when a comment is more informative than the article.   http…,sexism,1.0,@victorymonk,#WomenAgainstFeminism,http://t.co/mGSaftUnXs
4343-9329-4424-9120-00,4343-9329-4424-9120-00,"RT  Sorry, I'm really not sexist, but the stereotype has yet to prove me wrong about women drivers.",sexism,1.0,@AllxnCook,,
5755-9733-6623-1079-68,5755-9733-6623-1079-68,"Paleo Pete, who does your tan? 🍊",sexism,1.0,,#MKR,
4470-0016-6151-6430-08,4470-0016-6151-6430-08,RT : Dont call me sexist or prejudice 90% of Females just have a different more sensitive mindset that makes them think eve…,sexism,1.0,@iAmThurnisHaley,,
4659-9131-6447-3260-16,4659-9131-6447-3260-16,"Classic!   I'm not sexist, but I do believe that women are inferior to men.",sexism,1.0,@itstherealdre @yoliana24,,
5671-4763-3442-3040-00,5671-4763-3442-3040-00,The motive doesn't lessen the outcome.,sexism,1.0,@EqualityMen,,
5138-0114-5697-8330-24,5138-0114-5697-8330-24,RT :  Not sexist but even women prefer to watch Men's sports over women playing because it's played at a higher level.,sexism,1.0,@AxAs23 @BBCSport,,
5756-1363-7802-3809-92,5756-1363-7802-3809-92,Jeans were a bit tight tonight Andre ???,sexism,1.0,@mykitchenrules,#mkr #mkr2015,
5608-5622-9917-2620-16,5608-5622-9917-2620-16,No. Just listing two of the only degrees more useless than mine...,sexism,1.0,@HotPocky1994 @TheGags29 @JTPuhlyak @orbvase,,
5199-1003-5036-8359-68,5199-1003-5036-8359-68,"RT : Call me sexist, but our society makes it seem as if woman are always right. Their  word carries more power In court than a ma…",sexism,1.0,@BigLam55,,
5723-3412-3861-2010-24,5723-3412-3861-2010-24,These girls should know skinny sausages are no fun at all.,sexism,1.0,,#mkr,
3902-5610-0517-2199-68,3902-5610-0517-2199-68,RT  Women comedians suck,sexism,1.0,@cornfedbeachbum,#notsexist #disappointed,
5656-6926-0631-2280-32,5656-6926-0631-2280-32,"RT : If someone hates you, it's because of what's between your ears, not what's between your legs",sexism,1.0,@nonirishpaddy,#adviceforyoungfeminists,
4257-2986-0716-0929-92,4257-2986-0716-0929-92,RT  Oi I'm not sexist but I swear to god only like 2% of the women population in London know how to drive properly ffs.,sexism,1.0,@MrSorrentino_,,
4206-3290-3781-8549-76,4206-3290-3781-8549-76,SO EDGY  I'm no sexist I'm just a realist and can't make sense of some of the shit we do as a society,sexism,1.0,@Thecolouredkid_,,
5759-6024-3617-7920-00,5759-6024-3617-7920-00,could Skank for Australia at the next Olympics.,sexism,1.0,,#Kat #MKR,
4747-1165-7914-9779-84,4747-1165-7914-9779-84,"RT  I'm not sexist but every Pokemon team I've ever had has always been strictly male, hmmm",sexism,1.0,@Jepattybun,,
5642-3805-0700-8529-92,5642-3805-0700-8529-92,".   ...and a few I like talking to even if I know, they will be same as others when push comes to...",sexism,1.0,@BristolBen @HumanistFury @ListenToRaisin,,
5304-3534-1103-4279-68,5304-3534-1103-4279-68,"RT  I can't stand any of the female sports commentators. I'm not sexist, but the only ones around are just dumb as shit.",sexism,1.0,@JstnDvs_13,,
4985-6185-8883-0430-08,4985-6185-8883-0430-08,IRONY IS FUCKING DEAD  Im not sexist but feminists are the most annoying people out there.,sexism,1.0,@ibustos123,,
4678-2566-7921-2929-92,4678-2566-7921-2929-92,"""what I see as a fact"" rofl  Emotions get in their way far too often. I'm not sexist, I'm just stating what I see as a fact.",sexism,1.0,@aliffabr,,
4790-5679-9799-0499-84,4790-5679-9799-0499-84,RT : Majority of females spend all day talking about how guys aint shit n what we can do better. But the second u say something u…,sexism,1.0,@mshaysoul,,
5668-1479-4993-6600-32,5668-1479-4993-6600-32,Where is what from?,sexism,1.0,@Menrwizards @Maniac_McGee27 @sara771987,,
5033-3735-0559-4659-84,5033-3735-0559-4659-84,RT  FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch.,sexism,1.0,@BudLightBro,,
5667-2946-3711-6830-08,5667-2946-3711-6830-08,Shhh...it's funnier when they don't know...,sexism,1.0,@Starius @38fanda,,http://t.co/c8CtwSTqrY
4254-8380-6909-2760-32,4254-8380-6909-2760-32,RT  Not sexist but I really dislike women announcers!!,sexism,1.0,@DoctorJ09,,
5551-9811-8602-7480-32,5551-9811-8602-7480-32,"Yeah, bitch, they did this.",sexism,1.0,@SumbelinaZ @IronmanL1 @Hatewatch,,http://t.co/TAy4HpdRh5
5755-9658-0981-4860-16,5755-9658-0981-4860-16,RT : Kat you did fight hard but that's not the way to win its pathetic,sexism,1.0,@gemma92rogers,#cheats #mkr,
5723-4026-0941-6640-00,5723-4026-0941-6640-00,RT :  did you find Katie and Nikki in the line for Mt Druitt's next top model?,sexism,1.0,@Jdubzlad @mykitchenrules,#MKR,
5644-4887-9593-4149-76,5644-4887-9593-4149-76,No.  Name one men's right they fight for...,sexism,1.0,@trishesdishes,,
5723-2987-4351-7589-76,5723-2987-4351-7589-76,Promo girls?! What do they promo??? Gloves and gumboots?,sexism,1.0,,#3outof10 #MKR #MKR2015,
5699-7282-7824-2389-76,5699-7282-7824-2389-76,Name names...perhaps they are less comparable than you think.,sexism,1.0,@NotChrisSmith @dontdofacebook @helsybobsmith @MarkusLenz15,,
4054-6463-7254-0170-24,4054-6463-7254-0170-24,RT  I swear I'm not sexist but there are way too many female drivers in this town.,sexism,1.0,@AustinDrawbond,,
5723-2835-4281-4800-00,5723-2835-4281-4800-00,Jesus how dumb can you get,sexism,1.0,,#mkr,
5756-8277-0086-8179-84,5756-8277-0086-8179-84,RT : I smiled at a woman. This means I'm a sexist  by @ | via,sexism,1.0,@SexyIsntSexist @MartinDaubney @Telegraph,#PeakFeminism,http://t.co/MYV14dRPLS
5630-8118-0707-5740-16,5630-8118-0707-5740-16,"""Sorry"" for confusing me?  What am I looking at?",sexism,1.0,@HumanistFury,,
5723-3704-6909-4240-00,5723-3704-6909-4240-00,"Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts?",sexism,1.0,,#MKR #MKR2015,
4195-8615-0605-4019-84,4195-8615-0605-4019-84,No way that's sexist at all!  I'm not sexist but female characters in TV shows are 99% usually the most annoying character,sexism,1.0,@Abdul_a95,,
4195-8782-2383-6899-84,4195-8782-2383-6899-84,"RT  If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",sexism,1.0,@ahall012,,
